is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Английский язык (ЯС) (1918_32),"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)","Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",Выполнение поручений руководителя (ОПТ) (3036_36),Коммуникабельность (СК) (617_4),"Организаторские способности, лидерство (СК) (393_4)","Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)","Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)",Стрессоустойчивость (СК) (601_4),"Саморазвитие, обучаемость (СК) (604_4)",Дисциплинированность (СК) (593_4),Грамотность (СК) (1368_4),Ведение делопроизводства (2047_33),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Ведение переписки с контрагентами (общие фразы) (2268_33),"Организация, координация, участие в проведении совещаний и заседаний (2249_33)","Многозадачность, интенсивность (СК) (627_4)",Внимательность (СК) (536_4),"Работа с информацией: поиск, сбор, обработка (2288_33)",Выполнение отдельных служебных и личных поручений руководителя (2257_33),Пунктуальность (СК) (612_4),Командность (СК) (1371_4),"Работа в режиме многозадачности и с большими объемами информации, документов (2277_33)","Координация деятельности офиса, руководства и сотрудников (3352_33)","Ведение базы данных клиентов, CRM (2472_33)","Знание ПК, различных операционных систем, офисных программ (2286_33)",Организация процесса закупки и приобретение товаров и услуг (2022_33),Знание правил делового общения (2048_33),Владение ПК и оргтехникой (2686_33),Кропотливость (СК) (623_4),Аккуратность (СК) (575_4),"Документальное обеспечение взаиморасчетов, работа со счетами и актами (2873_33)","Взаимодействие с подразделениями и сотрудниками компании, совместная работа с сотрудниками (2544_33)",Целеустремленность (СК) (588_4),"Административная поддержка на всех этапах функционирования компании: офиса, руководства, сотрудников (3323_33)",Организация рабочего дня руководителя (2254_33),Нравственность (СК) (622_4)
False,2.0,Владимирская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Республика Карелия,1,False,30000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Тверская область,1,False,20000.0,45000.0,5584.8435,2957.1664,2652.3888,1663.9209,1589.7858,1581.5486,1548.5997,1408.5667,1408.5667,1334.4316,1309.7199,1285.0082,1268.5338,1268.5338,1210.8731,1087.3147,1054.3657,1021.4168,963.7562,955.5189,856.6722,840.1977,782.5371,774.2998,733.1137,716.6392,691.9275,658.9786,642.5041,642.5041,617.7924,568.369,543.6573,502.4712,485.9967,469.5222,469.5222,428.3361,420.0988
False,2.0,Тверская область,1,True,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,2.0,Псковская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Костромская область,1,False,25000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Курганская область,1,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Республика Алтай,1,False,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,2.0,Республика Хакасия,1,False,25000.0,25000.0,3102.6908,1642.8702,1473.5493,924.4005,883.2144,878.6381,860.3332,782.5371,782.5371,741.3509,727.6222,713.8935,704.741,704.741,672.7073,604.0637,585.7587,567.4538,535.4201,530.8439,475.929,466.7765,434.7428,430.1666,407.2854,398.1329,384.4042,366.0992,356.9467,356.9467,343.218,315.7606,302.0319,279.1506,269.9982,260.8457,260.8457,237.9645,233.3882
False,2.0,Брянская область,1,False,25000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Курская область,2,False,20000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Республика Адыгея,1,False,25000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,2.0,Республика Северная Осетия,1,False,25000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Донецкая область,1,False,50000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,2.0,Астраханская область,1,False,20000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,2.0,Астраханская область,1,True,16000.0,16000.0,1985.7221,1051.4369,943.0716,591.6163,565.2572,562.3284,550.6132,500.8237,500.8237,474.4646,465.6782,456.8918,451.0342,451.0342,430.5327,386.6008,374.8856,363.1704,342.6689,339.7401,304.5945,298.737,278.2354,275.3066,260.6626,254.8051,246.0187,234.3035,228.4459,228.4459,219.6595,202.0868,193.3004,178.6564,172.7988,166.9412,166.9412,152.2973,149.3685
False,2.0,Чеченская Республика,1,False,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,2.0,Республика Коми,1,False,30000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Новосибирская область,0,False,20000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Новосибирская область,0,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,2.0,Республика Татарстан,0,False,20000.0,90000.0,11169.687,5914.3328,5304.7776,3327.8418,3179.5717,3163.0972,3097.1993,2817.1334,2817.1334,2668.8633,2619.4399,2570.0165,2537.0675,2537.0675,2421.7463,2174.6293,2108.7315,2042.8336,1927.5124,1911.0379,1713.3443,1680.3954,1565.0741,1548.5997,1466.2273,1433.2784,1383.855,1317.9572,1285.0082,1285.0082,1235.5848,1136.7381,1087.3147,1004.9423,971.9934,939.0445,939.0445,856.6722,840.1977
False,2.0,Краснодарский край,0,False,20000.0,90000.0,11169.687,5914.3328,5304.7776,3327.8418,3179.5717,3163.0972,3097.1993,2817.1334,2817.1334,2668.8633,2619.4399,2570.0165,2537.0675,2537.0675,2421.7463,2174.6293,2108.7315,2042.8336,1927.5124,1911.0379,1713.3443,1680.3954,1565.0741,1548.5997,1466.2273,1433.2784,1383.855,1317.9572,1285.0082,1285.0082,1235.5848,1136.7381,1087.3147,1004.9423,971.9934,939.0445,939.0445,856.6722,840.1977
False,2.0,Краснодарский край,0,True,30250.0,30250.0,3754.2559,1987.873,1782.9947,1118.5246,1068.6894,1063.1521,1041.0031,946.8699,946.8699,897.0346,880.4228,863.8111,852.7366,852.7366,813.9758,730.9171,708.7681,686.6191,647.8583,642.3211,575.8741,564.7996,526.0388,520.5016,492.8153,481.7408,465.129,442.98,431.9055,431.9055,415.2938,382.0703,365.4585,337.7723,326.6978,315.6233,315.6233,287.937,282.3998
False,2.0,Свердловская область,0,False,18000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Свердловская область,0,True,20000.0,20000.0,2482.1527,1314.2962,1178.8395,739.5204,706.5715,702.9105,688.2665,626.0297,626.0297,593.0807,582.0977,571.1148,563.7928,563.7928,538.1658,483.251,468.607,453.963,428.3361,424.6751,380.7432,373.4212,347.7943,344.1333,325.8283,318.5063,307.5233,292.8794,285.5574,285.5574,274.5744,252.6085,241.6255,223.3205,215.9985,208.6766,208.6766,190.3716,186.7106
False,2.0,Ленинградская область,1,False,30000.0,65000.0,8066.9962,4271.4626,3831.2283,2403.4413,2296.3573,2284.4591,2236.8662,2034.5964,2034.5964,1927.5124,1891.8177,1856.123,1832.3266,1832.3266,1749.039,1570.5656,1522.9727,1475.3798,1392.0923,1380.194,1237.4153,1213.6189,1130.3313,1118.4331,1058.942,1035.1455,999.4509,951.858,928.0615,928.0615,892.3668,820.9775,785.2828,725.7917,701.9952,678.1988,678.1988,618.7077,606.8094
False,2.0,Воронежская область,2,False,17000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Иркутская область,1,False,20000.0,51550.0,6397.7485,3387.5984,3038.4587,1906.1139,1821.188,1811.7518,1774.007,1613.5914,1613.5914,1528.6656,1500.3569,1472.0483,1453.1759,1453.1759,1387.1225,1245.5794,1207.8345,1170.0897,1104.0362,1094.6,981.3656,962.4931,896.4397,887.0035,839.8224,820.95,792.6414,754.8966,736.0242,736.0242,707.7155,651.0983,622.7897,575.6086,556.7362,537.8638,537.8638,490.6828,481.2466
False,2.0,Красноярский край,1,False,20000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Пермский край,1,False,17000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,2.0,Калининградская область,1,False,10000.0,51550.0,6397.7485,3387.5984,3038.4587,1906.1139,1821.188,1811.7518,1774.007,1613.5914,1613.5914,1528.6656,1500.3569,1472.0483,1453.1759,1453.1759,1387.1225,1245.5794,1207.8345,1170.0897,1104.0362,1094.6,981.3656,962.4931,896.4397,887.0035,839.8224,820.95,792.6414,754.8966,736.0242,736.0242,707.7155,651.0983,622.7897,575.6086,556.7362,537.8638,537.8638,490.6828,481.2466
False,2.0,Хабаровский край,1,False,19500.0,80000.0,9928.6107,5257.1847,4715.3579,2958.0816,2826.2859,2811.642,2753.0661,2504.1186,2504.1186,2372.3229,2328.391,2284.4591,2255.1712,2255.1712,2152.6634,1933.0038,1874.428,1815.8521,1713.3443,1698.7003,1522.9727,1493.6848,1391.177,1376.533,1303.3132,1274.0253,1230.0934,1171.5175,1142.2295,1142.2295,1098.2976,1010.4338,966.5019,893.2821,863.9941,834.7062,834.7062,761.4864,746.8424
False,2.0,Республика Крым,1,False,27250.0,35330.0,4384.7227,2321.7042,2082.4199,1306.3628,1248.1585,1241.6914,1215.8228,1105.8814,1105.8814,1047.6771,1028.2757,1008.8742,995.94,995.94,950.67,853.6628,827.7943,801.9257,756.6557,750.1885,672.5828,659.6485,614.3785,607.9114,575.5757,562.6414,543.24,517.3714,504.4371,504.4371,485.0357,446.2328,426.8314,394.4957,381.5614,368.6271,368.6271,336.2914,329.8243
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,51550.0,6397.7485,3387.5984,3038.4587,1906.1139,1821.188,1811.7518,1774.007,1613.5914,1613.5914,1528.6656,1500.3569,1472.0483,1453.1759,1453.1759,1387.1225,1245.5794,1207.8345,1170.0897,1104.0362,1094.6,981.3656,962.4931,896.4397,887.0035,839.8224,820.95,792.6414,754.8966,736.0242,736.0242,707.7155,651.0983,622.7897,575.6086,556.7362,537.8638,537.8638,490.6828,481.2466
False,2.0,Республика Саха (Якутия),1,False,30000.0,30000.0,3723.229,1971.4443,1768.2592,1109.2806,1059.8572,1054.3657,1032.3998,939.0445,939.0445,889.6211,873.1466,856.6722,845.6892,845.6892,807.2488,724.8764,702.9105,680.9445,642.5041,637.0126,571.1148,560.1318,521.6914,516.1999,488.7424,477.7595,461.285,439.3191,428.3361,428.3361,411.8616,378.9127,362.4382,334.9808,323.9978,313.0148,313.0148,285.5574,280.0659
False,2.0,Архангельская область,1,False,20000.0,51550.0,6397.7485,3387.5984,3038.4587,1906.1139,1821.188,1811.7518,1774.007,1613.5914,1613.5914,1528.6656,1500.3569,1472.0483,1453.1759,1453.1759,1387.1225,1245.5794,1207.8345,1170.0897,1104.0362,1094.6,981.3656,962.4931,896.4397,887.0035,839.8224,820.95,792.6414,754.8966,736.0242,736.0242,707.7155,651.0983,622.7897,575.6086,556.7362,537.8638,537.8638,490.6828,481.2466
False,2.0,Республика Дагестан,1,False,35000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Республика Дагестан,1,True,35000.0,35000.0,4343.7672,2300.0183,2062.9691,1294.1607,1236.5001,1230.0934,1204.4664,1095.5519,1095.5519,1037.8913,1018.6711,999.4509,986.6374,986.6374,941.7902,845.6892,820.0622,794.4353,749.5881,743.1814,666.3006,653.4871,608.6399,602.2332,570.1995,557.3861,538.1658,512.5389,499.7254,499.7254,480.5052,442.0648,422.8446,390.8109,377.9974,365.184,365.184,333.1503,326.7435
False,2.0,Камчатский край,1,False,30000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Амурская область,1,False,32500.0,51550.0,6397.7485,3387.5984,3038.4587,1906.1139,1821.188,1811.7518,1774.007,1613.5914,1613.5914,1528.6656,1500.3569,1472.0483,1453.1759,1453.1759,1387.1225,1245.5794,1207.8345,1170.0897,1104.0362,1094.6,981.3656,962.4931,896.4397,887.0035,839.8224,820.95,792.6414,754.8966,736.0242,736.0242,707.7155,651.0983,622.7897,575.6086,556.7362,537.8638,537.8638,490.6828,481.2466
False,2.0,Московская область,2,False,20000.0,100000.0,12410.7633,6571.4809,5894.1973,3697.6021,3532.8574,3514.5524,3441.3326,3130.1483,3130.1483,2965.4036,2910.4887,2855.5739,2818.9639,2818.9639,2690.8292,2416.2548,2343.035,2269.8151,2141.6804,2123.3754,1903.7159,1867.106,1738.9713,1720.6663,1629.1415,1592.5316,1537.6167,1464.3969,1427.7869,1427.7869,1372.872,1263.0423,1208.1274,1116.6026,1079.9927,1043.3828,1043.3828,951.858,933.553
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,120000.0,14892.916,7885.777,7073.0368,4437.1225,4239.4289,4217.4629,4129.5991,3756.1779,3756.1779,3558.4843,3492.5865,3426.6886,3382.7567,3382.7567,3228.9951,2899.5058,2811.642,2723.7781,2570.0165,2548.0505,2284.4591,2240.5272,2086.7655,2064.7996,1954.9698,1911.0379,1845.14,1757.2762,1713.3443,1713.3443,1647.4465,1515.6507,1449.7529,1339.9231,1295.9912,1252.0593,1252.0593,1142.2295,1120.2636
False,2.0,Город федерального значения Санкт-Петербург,0,True,30000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
False,2.0,Приморский край,1,False,20000.0,78750.0,9773.4761,5175.0412,4641.6804,2911.8616,2782.1252,2767.71,2710.0494,2464.9918,2464.9918,2335.2554,2292.0099,2248.7644,2219.9341,2219.9341,2119.028,1902.8007,1845.14,1787.4794,1686.5733,1672.1582,1499.1763,1470.346,1369.4399,1355.0247,1282.9489,1254.1186,1210.8731,1153.2125,1124.3822,1124.3822,1081.1367,994.6458,951.4003,879.3245,850.4942,821.6639,821.6639,749.5881,735.173
False,2.0,Сахалинская область,1,False,50000.0,75000.0,9308.0725,4928.6107,4420.648,2773.2015,2649.6431,2635.9143,2580.9995,2347.6112,2347.6112,2224.0527,2182.8666,2141.6804,2114.223,2114.223,2018.1219,1812.1911,1757.2762,1702.3613,1606.2603,1592.5316,1427.7869,1400.3295,1304.2284,1290.4997,1221.8561,1194.3987,1153.2125,1098.2976,1070.8402,1070.8402,1029.654,947.2817,906.0956,837.4519,809.9945,782.5371,782.5371,713.8935,700.1647
False,2.0,Ямало-Ненецкий автономный округ,1,False,40000.0,120000.0,14892.916,7885.777,7073.0368,4437.1225,4239.4289,4217.4629,4129.5991,3756.1779,3756.1779,3558.4843,3492.5865,3426.6886,3382.7567,3382.7567,3228.9951,2899.5058,2811.642,2723.7781,2570.0165,2548.0505,2284.4591,2240.5272,2086.7655,2064.7996,1954.9698,1911.0379,1845.14,1757.2762,1713.3443,1713.3443,1647.4465,1515.6507,1449.7529,1339.9231,1295.9912,1252.0593,1252.0593,1142.2295,1120.2636
False,2.0,Город федерального значения Москва,0,False,15000.0,180000.0,22339.374,11828.6656,10609.5552,6655.6837,6359.1433,6326.1944,6194.3987,5634.2669,5634.2669,5337.7265,5238.8797,5140.0329,5074.1351,5074.1351,4843.4926,4349.2586,4217.4629,4085.6672,3855.0247,3822.0758,3426.6886,3360.7908,3130.1483,3097.1993,2932.4547,2866.5568,2767.71,2635.9143,2570.0165,2570.0165,2471.1697,2273.4761,2174.6293,2009.8847,1943.9868,1878.089,1878.089,1713.3443,1680.3954
False,2.0,Город федерального значения Москва,0,True,20000.0,75000.0,9308.0725,4928.6107,4420.648,2773.2015,2649.6431,2635.9143,2580.9995,2347.6112,2347.6112,2224.0527,2182.8666,2141.6804,2114.223,2114.223,2018.1219,1812.1911,1757.2762,1702.3613,1606.2603,1592.5316,1427.7869,1400.3295,1304.2284,1290.4997,1221.8561,1194.3987,1153.2125,1098.2976,1070.8402,1070.8402,1029.654,947.2817,906.0956,837.4519,809.9945,782.5371,782.5371,713.8935,700.1647
False,2.0,Магаданская область,1,False,60000.0,60000.0,7446.458,3942.8885,3536.5184,2218.5612,2119.7144,2108.7315,2064.7996,1878.089,1878.089,1779.2422,1746.2932,1713.3443,1691.3784,1691.3784,1614.4975,1449.7529,1405.821,1361.8891,1285.0082,1274.0253,1142.2295,1120.2636,1043.3828,1032.3998,977.4849,955.5189,922.57,878.6381,856.6722,856.6722,823.7232,757.8254,724.8764,669.9616,647.9956,626.0297,626.0297,571.1148,560.1318
False,2.0,Мурманская область,1,False,20000.0,70000.0,8687.5343,4600.0366,4125.9381,2588.3214,2473.0002,2460.1867,2408.9328,2191.1038,2191.1038,2075.7825,2037.3421,1998.9017,1973.2748,1973.2748,1883.5805,1691.3784,1640.1245,1588.8706,1499.1763,1486.3628,1332.6011,1306.9742,1217.2799,1204.4664,1140.399,1114.7721,1076.3317,1025.0778,999.4509,999.4509,961.0104,884.1296,845.6892,781.6218,755.9949,730.3679,730.3679,666.3006,653.4871
False,2.0,Ненецкий автономный округ,1,False,40000.0,40000.0,4964.3053,2628.5923,2357.6789,1479.0408,1413.143,1405.821,1376.533,1252.0593,1252.0593,1186.1614,1164.1955,1142.2295,1127.5856,1127.5856,1076.3317,966.5019,937.214,907.926,856.6722,849.3502,761.4864,746.8424,695.5885,688.2665,651.6566,637.0126,615.0467,585.7587,571.1148,571.1148,549.1488,505.2169,483.251,446.641,431.9971,417.3531,417.3531,380.7432,373.4212
False,2.0,Луганская область,1,False,50000.0,50000.0,6205.3817,3285.7404,2947.0987,1848.801,1766.4287,1757.2762,1720.6663,1565.0741,1565.0741,1482.7018,1455.2444,1427.7869,1409.482,1409.482,1345.4146,1208.1274,1171.5175,1134.9076,1070.8402,1061.6877,951.858,933.553,869.4856,860.3332,814.5707,796.2658,768.8083,732.1984,713.8935,713.8935,686.436,631.5211,604.0637,558.3013,539.9963,521.6914,521.6914,475.929,466.7765
True,0.0,Республика Башкортостан,0,False,60000.0,60000.0,7446.458,3942.8885,3536.5184,2218.5612,2119.7144,2108.7315,2064.7996,1878.089,1878.089,1779.2422,1746.2932,1713.3443,1691.3784,1691.3784,1614.4975,1449.7529,1405.821,1361.8891,1285.0082,1274.0253,1142.2295,1120.2636,1043.3828,1032.3998,977.4849,955.5189,922.57,878.6381,856.6722,856.6722,823.7232,757.8254,724.8764,669.9616,647.9956,626.0297,626.0297,571.1148,560.1318
True,0.0,Нижегородская область,0,False,60000.0,60000.0,7446.458,3942.8885,3536.5184,2218.5612,2119.7144,2108.7315,2064.7996,1878.089,1878.089,1779.2422,1746.2932,1713.3443,1691.3784,1691.3784,1614.4975,1449.7529,1405.821,1361.8891,1285.0082,1274.0253,1142.2295,1120.2636,1043.3828,1032.3998,977.4849,955.5189,922.57,878.6381,856.6722,856.6722,823.7232,757.8254,724.8764,669.9616,647.9956,626.0297,626.0297,571.1148,560.1318
