is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Контроль процессов (6210_14),"Личные установки и ценности, мировоззрение (2043_4)",Содержание сельскохозяйственных животных (4689_14),Кормление сельскохозяйственных животных (4684_14),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),Командность (СК) (1371_4),"Организаторские способности, лидерство (СК) (393_4)","Саморазвитие, обучаемость (СК) (604_4)",Соблюдение правил внутреннего распорядка и режима работы (4476_14),координирует работу по разведению выращиванию животных (7491_14),должностные обязанности зоотехника (4749_14),Оформление учетно-отчетной документации (143_14),планирование потребности в кормах (7989_14),Аккуратность (СК) (575_4),Производит отбор животных на племя (7487_14),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Обеспечивает разработку и внедрение зоотехнических и организационно-экономических мероприятий (7495_14),внедряет передовые методы разведения выращивания скота и птицы (4673_14),Инициативность (СК) (610_4),Знание зоотехнии (7628_14),Осуществлять руководство работой ветеринарных специалистов (4472_14),Нравственность (СК) (622_4),Пунктуальность (СК) (612_4),Знание методов разведения и выращивания скота и птицы (4650_14),Составляет планы работы (5950_14),Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),Формирование и контроль исполнения бюджета (6510_14),Ведение зоотехнической документации (7490_14),Контроль качества (4458_14)
False,1.0,Ивановская область,1,False,15000.0,40000.0,5347.2065,3211.943,2542.4112,2424.7908,2053.834,2017.6431,1465.7317,1257.634,1248.5863,1149.0613,1149.0613,1085.7272,1040.4886,1013.3454,977.1545,968.1068,940.9636,922.8681,877.6295,868.5818,741.9136,741.9136,705.7227,678.5795,660.4841,624.2931,615.2454,588.1022,570.0068,542.8636,488.5772,479.5295
False,1.0,Омская область,1,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Саратовская область,2,False,20000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Пензенская область,1,False,25000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Алтайский край,2,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Владимирская область,1,False,16000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
False,1.0,Кабардино-Балкарская Республика,1,False,19640.25,19640.25,2625.5118,1577.0841,1248.3398,1190.5874,1008.4453,990.6754,719.6834,617.5062,613.0637,564.1963,564.1963,533.0988,510.8864,497.5589,479.789,475.3465,462.019,453.134,430.9216,426.4791,364.2842,364.2842,346.5143,333.1868,324.3018,306.5318,302.0893,288.7619,279.8769,266.5494,239.8945,235.452
False,1.0,Самарская область,0,False,16000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Красноярский край,1,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Республика Татарстан,0,False,16000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,31250.0,31250.0,4177.5051,2509.3305,1986.2588,1894.3678,1604.5578,1576.2836,1145.1029,982.5266,975.458,897.7041,897.7041,848.2244,812.8817,791.6761,763.4019,756.3334,735.1278,720.9907,685.648,678.5795,579.62,579.62,551.3458,530.1402,516.0032,487.729,480.6605,459.4549,445.3178,424.1122,381.701,374.6324
False,1.0,Курганская область,1,False,30000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Архангельская область,1,False,35000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Калининградская область,1,False,16000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Республика Марий Эл,1,False,20000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Иркутская область,1,False,16000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Пермский край,1,False,20000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Смоленская область,1,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Республика Бурятия,1,False,30000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Тамбовская область,2,False,15000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Республика Адыгея,1,False,16242.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Краснодарский край,0,False,20500.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Калужская область,1,False,20500.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Рязанская область,1,False,30000.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Ростовская область,0,False,25000.0,133000.0,17779.4617,10679.7105,8453.5173,8062.4293,6828.998,6708.6632,4873.558,4181.6331,4151.5494,3820.6288,3820.6288,3610.043,3459.6245,3369.3734,3249.0387,3218.955,3128.7039,3068.5365,2918.1181,2888.0344,2466.8627,2466.8627,2346.5279,2256.2769,2196.1095,2075.7747,2045.691,1955.4399,1895.2726,1805.0215,1624.5193,1594.4356
False,1.0,Липецкая область,1,False,25000.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Воронежская область,2,False,20500.0,133000.0,17779.4617,10679.7105,8453.5173,8062.4293,6828.998,6708.6632,4873.558,4181.6331,4151.5494,3820.6288,3820.6288,3610.043,3459.6245,3369.3734,3249.0387,3218.955,3128.7039,3068.5365,2918.1181,2888.0344,2466.8627,2466.8627,2346.5279,2256.2769,2196.1095,2075.7747,2045.691,1955.4399,1895.2726,1805.0215,1624.5193,1594.4356
False,1.0,Астраханская область,1,False,25000.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Тульская область,1,False,29000.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Приморский край,1,False,25000.0,46000.0,6149.2875,3693.7344,2923.7729,2788.5094,2361.9091,2320.2895,1685.5915,1446.2791,1435.8742,1321.4205,1321.4205,1248.5863,1196.5619,1165.3472,1123.7277,1113.3228,1082.1081,1061.2983,1009.2739,998.869,853.2006,853.2006,811.5811,780.3664,759.5567,717.9371,707.5322,676.3176,655.5078,624.2931,561.8638,551.4589
False,1.0,Хабаровский край,1,False,32484.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Псковская область,1,False,35000.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Республика Саха (Якутия),1,False,30500.0,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Амурская область,1,False,69065.5,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Республика Карелия,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Мурманская область,1,False,60000.0,60000.0,8020.8098,4817.9145,3813.6168,3637.1862,3080.751,3026.4646,2198.5976,1886.451,1872.8794,1723.5919,1723.5919,1628.5908,1560.7329,1520.0181,1465.7317,1452.1601,1411.4454,1384.3022,1316.4442,1302.8727,1112.8704,1112.8704,1058.584,1017.8693,990.7261,936.4397,922.8681,882.1534,855.0102,814.2954,732.8659,719.2943
False,1.0,Карачаево-Черкесская Республика,1,False,40000.0,40000.0,5347.2065,3211.943,2542.4112,2424.7908,2053.834,2017.6431,1465.7317,1257.634,1248.5863,1149.0613,1149.0613,1085.7272,1040.4886,1013.3454,977.1545,968.1068,940.9636,922.8681,877.6295,868.5818,741.9136,741.9136,705.7227,678.5795,660.4841,624.2931,615.2454,588.1022,570.0068,542.8636,488.5772,479.5295
False,1.0,Республика Алтай,1,False,69065.5,69065.5,9232.6873,5545.8612,4389.8226,4186.7347,3546.2268,3483.7382,2530.7874,2171.4781,2155.8559,1984.0123,1984.0123,1874.6573,1796.5466,1749.6802,1687.1916,1671.5694,1624.703,1593.4587,1515.348,1499.7259,1281.0158,1281.0158,1218.5273,1171.6608,1140.4165,1077.928,1062.3058,1015.4394,984.1951,937.3287,843.5958,827.9736
False,1.0,Московская область,2,False,27500.0,62000.0,8288.1701,4978.5116,3940.7374,3758.4257,3183.4427,3127.3468,2271.8842,1949.3327,1935.3088,1781.045,1781.045,1682.8772,1612.7573,1570.6854,1514.5895,1500.5655,1458.4936,1430.4456,1360.3257,1346.3017,1149.9661,1149.9661,1093.8702,1051.7982,1023.7503,967.6544,953.6304,911.5585,883.5105,841.4386,757.2947,743.2708
False,1.0,Новгородская область,1,False,30000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Сахалинская область,1,False,31250.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Камчатский край,1,False,35500.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Ямало-Ненецкий автономный округ,1,False,35500.0,47500.0,6349.8077,3814.1823,3019.1133,2879.439,2438.9278,2395.9511,1740.5564,1493.4404,1482.6962,1364.5103,1364.5103,1289.3011,1235.5802,1203.3477,1160.371,1149.6268,1117.3943,1095.9059,1042.185,1031.4409,881.0224,881.0224,838.0457,805.8132,784.3248,741.3481,730.6039,698.3714,676.8831,644.6505,580.1855,569.4413
False,1.0,Луганская область,1,False,34946.0,34946.0,4671.587,2806.114,2221.1776,2118.4185,1794.3321,1762.7139,1280.5365,1098.732,1090.8274,1003.8774,1003.8774,948.5456,909.0228,885.3092,853.691,845.7865,822.0728,806.2637,766.741,758.8365,648.1728,648.1728,616.5546,592.841,577.0319,545.4137,537.5092,513.7955,497.9864,474.2728,426.8455,418.941
False,1.0,Республика Ингушетия,1,False,35000.0,35000.0,4678.8057,2810.4501,2224.6098,2121.6919,1797.1047,1765.4377,1282.5153,1100.4298,1092.513,1005.4286,1005.4286,950.0113,910.4275,886.6772,855.0102,847.0934,823.3431,807.5096,767.9258,760.009,649.1744,649.1744,617.5074,593.7571,577.9235,546.2565,538.3397,514.5895,498.7559,475.0057,427.5051,419.5883
False,1.0,Магаданская область,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
False,1.0,Еврейская автономная область,1,False,75000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
True,0.0,Удмуртская Республика,1,False,25000.0,25000.0,3342.0041,2007.4644,1589.007,1515.4942,1283.6462,1261.0269,916.0823,786.0213,780.3664,718.1633,718.1633,678.5795,650.3054,633.3409,610.7216,605.0667,588.1022,576.7926,548.5184,542.8636,463.696,463.696,441.0767,424.1122,412.8025,390.1832,384.5284,367.5639,356.2542,339.2898,305.3608,299.7059
True,0.0,Волгоградская область,2,False,20000.0,20000.0,2673.6033,1605.9715,1271.2056,1212.3954,1026.917,1008.8215,732.8659,628.817,624.2931,574.5306,574.5306,542.8636,520.2443,506.6727,488.5772,484.0534,470.4818,461.4341,438.8147,434.2909,370.9568,370.9568,352.8613,339.2898,330.242,312.1466,307.6227,294.0511,285.0034,271.4318,244.2886,239.7648
True,0.0,Новосибирская область,0,False,20000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
True,0.0,Томская область,1,False,25000.0,25000.0,3342.0041,2007.4644,1589.007,1515.4942,1283.6462,1261.0269,916.0823,786.0213,780.3664,718.1633,718.1633,678.5795,650.3054,633.3409,610.7216,605.0667,588.1022,576.7926,548.5184,542.8636,463.696,463.696,441.0767,424.1122,412.8025,390.1832,384.5284,367.5639,356.2542,339.2898,305.3608,299.7059
True,0.0,Нижегородская область,0,False,18000.0,18000.0,2406.2429,1445.3743,1144.085,1091.1558,924.2253,907.9394,659.5793,565.9353,561.8638,517.0776,517.0776,488.5772,468.2199,456.0054,439.7195,435.648,423.4336,415.2907,394.9333,390.8618,333.8611,333.8611,317.5752,305.3608,297.2178,280.9319,276.8604,264.646,256.5031,244.2886,219.8598,215.7883
True,0.0,Тюменская область,1,False,30000.0,30000.0,4010.4049,2408.9572,1906.8084,1818.5931,1540.3755,1513.2323,1099.2988,943.2255,936.4397,861.796,861.796,814.2954,780.3664,760.009,732.8659,726.0801,705.7227,692.1511,658.2221,651.4363,556.4352,556.4352,529.292,508.9346,495.363,468.2199,461.4341,441.0767,427.5051,407.1477,366.4329,359.6471
True,2.0,Город федерального значения Санкт-Петербург,0,False,80000.0,80000.0,10694.413,6423.886,5084.8224,4849.5815,4107.6679,4035.2861,2931.4635,2515.268,2497.1726,2298.1226,2298.1226,2171.4544,2080.9772,2026.6908,1954.309,1936.2135,1881.9272,1845.7363,1755.259,1737.1635,1483.8272,1483.8272,1411.4454,1357.159,1320.9681,1248.5863,1230.4908,1176.2045,1140.0136,1085.7272,977.1545,959.059
True,2.0,Город федерального значения Москва,0,False,35000.0,35000.0,4678.8057,2810.4501,2224.6098,2121.6919,1797.1047,1765.4377,1282.5153,1100.4298,1092.513,1005.4286,1005.4286,950.0113,910.4275,886.6772,855.0102,847.0934,823.3431,807.5096,767.9258,760.009,649.1744,649.1744,617.5074,593.7571,577.9235,546.2565,538.3397,514.5895,498.7559,475.0057,427.5051,419.5883
True,2.0,Вологодская область,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
True,2.0,Тверская область,1,False,45000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
True,2.0,Свердловская область,0,False,45000.0,45000.0,6015.6073,3613.4359,2860.2126,2727.8896,2310.5632,2269.8485,1648.9482,1414.8383,1404.6596,1292.694,1292.694,1221.4431,1170.5496,1140.0136,1099.2988,1089.1201,1058.584,1038.2266,987.3332,977.1545,834.6528,834.6528,793.938,763.4019,743.0446,702.3298,692.1511,661.615,641.2576,610.7216,549.6494,539.4707
True,2.0,Томская область,1,False,22300.0,22300.0,2981.0676,1790.6582,1417.3943,1351.8209,1145.0124,1124.836,817.1454,701.131,696.0869,640.6017,640.6017,605.2929,580.0724,564.9401,544.7636,539.7195,524.5872,514.499,489.2784,484.2343,413.6168,413.6168,393.4404,378.3081,368.2199,348.0434,342.9993,327.867,317.7788,302.6465,272.3818,267.3377
True,2.0,Тюменская область,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
True,2.0,Республика Марий Эл,1,False,70000.0,70000.0,9357.6114,5620.9002,4449.2196,4243.3838,3594.2095,3530.8754,2565.0305,2200.8595,2185.026,2010.8573,2010.8573,1900.0226,1820.855,1773.3544,1710.0204,1694.1868,1646.6863,1615.0192,1535.8516,1520.0181,1298.3488,1298.3488,1235.0147,1187.5141,1155.8471,1092.513,1076.6795,1029.1789,997.5119,950.0113,855.0102,839.1767
True,1.0,Республика Башкортостан,0,False,50750.0,50750.0,6784.2683,4075.1527,3225.6842,3076.4533,2605.8019,2559.8846,1859.6471,1595.6232,1584.1439,1457.8715,1457.8715,1377.5164,1320.1199,1285.682,1239.7648,1228.2855,1193.8475,1170.8889,1113.4924,1102.0131,941.3029,941.3029,895.3857,860.9477,837.9891,792.0719,780.5926,746.1547,723.1961,688.7582,619.8824,608.4031
True,1.0,Ульяновская область,1,False,50000.0,50000.0,6684.0081,4014.9287,3178.014,3030.9885,2567.2925,2522.0538,1832.1647,1572.0425,1560.7329,1436.3266,1436.3266,1357.159,1300.6107,1266.6817,1221.4431,1210.1335,1176.2045,1153.5852,1097.0369,1085.7272,927.392,927.392,882.1534,848.2244,825.6051,780.3664,769.0568,735.1278,712.5085,678.5795,610.7216,599.4119
True,1.0,Республика Северная Осетия,1,False,26000.0,26000.0,3475.6842,2087.7629,1652.5673,1576.114,1334.9921,1311.468,952.7256,817.4621,811.5811,746.8898,746.8898,705.7227,676.3176,658.6745,635.1504,629.2694,611.6263,599.8643,570.4592,564.5781,482.2438,482.2438,458.7197,441.0767,429.3146,405.7905,399.9095,382.2665,370.5044,352.8613,317.5752,311.6942
