is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)","Проведение диагностики, техосмотра и ремонта оборудования и механизмов (7245_35)","Организаторские способности, лидерство (СК) (393_4)",Дисциплинированность (СК) (593_4),Ремонт оборудования (4132_35),Коммуникабельность (СК) (617_4),Английский язык (ЯС) (1918_32),Навыки руководящей работы (6700_35),Выполнение ремонтных работ (ОПТ) (8285_36),Техническое обслуживание оборудования (4130_35),Ведение учета (4195_35),Организация ремонта автотранспорта (7299_35),Знание компьютерных программ (3753_35),"Саморазвитие, обучаемость (СК) (604_4)",Умение читать конструкторскую и технологическую документацию (3439_35),Обеспечение правильной эксплуатации оборудования (7278_35),Разработка мероприятий по достижению безаварийной работы (7287_35),Разработка графиков выполнения работ (6081_35),Знание нормативной и методической документации (4566_35),Уметь контролировать качество ремонтных работ (7384_35),Подготовка отчетной документации (6585_35),Уметь проводить монтаж и пуско-наладку металлообрабатывающих станков (7402_35),Чтение схем/чертежей (ОПТ) (3032_36),Аккуратность (СК) (575_4),Кропотливость (СК) (623_4),"Знать конструкцию, режимы работы и правила эксплуатации оборудования (7374_35)",Командность (СК) (1371_4),Определять потребность в запасных частях для оборудования (7326_35),Обеспечение бесперебойной работы оборудования (4218_35),Стрессоустойчивость (СК) (601_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Целеустремленность (СК) (588_4),Оформление дефектных ведомостей (4560_35),Оформлять заявки на приобретение материалов и запасных частей (7239_35),Уметь контролировать качество технического обслуживания (7385_35),Ведение документации (4135_35),Разработка ремонтной документации (6266_35),Знание основ технических наук (4136_35),Разработка мероприятий по повышению эффективности производства (6739_35),Внимательность (СК) (536_4),Высокая работоспособность (СК) (586_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Контроль за работой и техническим состоянием оборудования (4119_35),Эксплуатация станочного оборудования (3579_35),Обслуживание холодильного оборудования (7375_35),Разработка и внедрение мероприятий по снижению себестоимости продукции (6581_35),Трудолюбие (СК) (597_4)
True,1.0,Амурская область,1,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,1.0,Республика Бурятия,1,False,60000.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
True,1.0,Республика Адыгея,1,False,70000.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
True,1.0,Московская область,2,False,58500.0,58500.0,8022.2967,3805.197,3579.6312,2667.5608,2334.1157,2177.2003,1853.5624,1794.7192,1667.2255,1343.5876,1304.3588,1265.1299,1196.4795,1167.0578,1127.829,1088.6002,1078.793,1059.1785,1000.3353,941.492,902.2632,902.2632,872.8416,833.6127,774.7695,764.9623,735.5407,725.7334,686.5046,686.5046,676.6974,647.2758,637.4686,617.8541,588.4325,588.4325,588.4325,578.6253,568.8181,549.2037,549.2037,529.5893,509.9749,509.9749,500.1676,500.1676,500.1676,500.1676
True,1.0,Город федерального значения Москва,0,False,60000.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
True,1.0,Хабаровский край,1,False,45000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
True,1.0,Республика Коми,1,False,80000.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
True,1.0,Сахалинская область,1,False,70500.0,80000.0,10970.6622,5203.6882,4895.2221,3647.9464,3191.9531,2977.368,2534.7863,2454.3168,2279.9665,1837.3847,1783.7385,1730.0922,1636.2112,1595.9765,1542.3303,1488.684,1475.2724,1448.4493,1367.9799,1287.5105,1233.8642,1233.8642,1193.6295,1139.9832,1059.5138,1046.1023,1005.8676,992.456,938.8097,938.8097,925.3982,885.1635,871.7519,844.9288,804.694,804.694,804.694,791.2825,777.8709,751.0478,751.0478,724.2246,697.4015,697.4015,683.9899,683.9899,683.9899,683.9899
True,1.0,Республика Саха (Якутия),1,False,80000.0,140000.0,19198.6588,9106.4543,8566.6387,6383.9061,5585.9179,5210.394,4435.8759,4295.0545,3989.9413,3215.4233,3121.5423,3027.6614,2863.3697,2792.9589,2699.078,2605.197,2581.7267,2534.7863,2393.9648,2253.1433,2159.2624,2159.2624,2088.8516,1994.9707,1854.1492,1830.679,1760.2682,1736.798,1642.917,1642.917,1619.4468,1549.036,1525.5658,1478.6253,1408.2146,1408.2146,1408.2146,1384.7443,1361.2741,1314.3336,1314.3336,1267.3931,1220.4526,1220.4526,1196.9824,1196.9824,1196.9824,1196.9824
True,1.0,Магаданская область,1,False,80000.0,130000.0,17827.3261,8455.9933,7954.736,5927.9128,5186.9237,4838.223,4119.0277,3988.2649,3704.9455,2985.7502,2898.575,2811.3998,2658.8433,2593.4619,2506.2867,2419.1115,2397.3177,2353.7301,2222.9673,2092.2045,2005.0293,2005.0293,1939.6479,1852.4728,1721.71,1699.9162,1634.5348,1612.741,1525.5658,1525.5658,1503.772,1438.3906,1416.5968,1373.0092,1307.6278,1307.6278,1307.6278,1285.834,1264.0402,1220.4526,1220.4526,1176.865,1133.2775,1133.2775,1111.4837,1111.4837,1111.4837,1111.4837
True,1.0,Мурманская область,1,False,120000.0,180000.0,24683.9899,11708.2984,11014.2498,8207.8793,7181.8944,6699.078,5703.2691,5522.2129,5129.9246,4134.1157,4013.4116,3892.7075,3681.4753,3590.9472,3470.2431,3349.539,3319.363,3259.0109,3077.9547,2896.8986,2776.1945,2776.1945,2685.6664,2564.9623,2383.9061,2353.7301,2263.202,2233.026,2112.3219,2112.3219,2082.1459,1991.6178,1961.4417,1901.0897,1810.5616,1810.5616,1810.5616,1780.3856,1750.2096,1689.8575,1689.8575,1629.5054,1569.1534,1569.1534,1538.9774,1538.9774,1538.9774,1538.9774
True,1.0,Ямало-Ненецкий автономный округ,1,False,60000.0,150000.0,20569.9916,9756.9153,9178.5415,6839.8994,5984.912,5582.565,4752.7242,4601.8441,4274.9371,3445.0964,3344.5096,3243.9229,3067.8961,2992.456,2891.8692,2791.2825,2766.1358,2715.8424,2564.9623,2414.0821,2313.4954,2313.4954,2238.0553,2137.4686,1986.5884,1961.4417,1886.0017,1860.855,1760.2682,1760.2682,1735.1215,1659.6815,1634.5348,1584.2414,1508.8013,1508.8013,1508.8013,1483.6547,1458.508,1408.2146,1408.2146,1357.9212,1307.6278,1307.6278,1282.4811,1282.4811,1282.4811,1282.4811
True,0.0,Удмуртская Республика,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Тульская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Липецкая область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Республика Башкортостан,0,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Пензенская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Курганская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Орловская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Новгородская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Псковская область,1,False,48601.5,48601.5,6664.883,3161.3381,2973.9392,2216.1958,1939.1713,1808.8069,1539.9302,1491.0435,1385.1224,1116.2457,1083.6546,1051.0635,994.029,969.5857,936.9946,904.4034,896.2557,879.9601,831.0734,782.1868,749.5956,749.5956,725.1523,692.5612,643.6745,635.5267,611.0834,602.9356,570.3445,570.3445,562.1967,537.7534,529.6056,513.3101,488.8667,488.8667,488.8667,480.7189,472.5712,456.2756,456.2756,439.9801,423.6845,423.6845,415.5367,415.5367,415.5367,415.5367
True,0.0,Краснодарский край,0,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,0.0,Тюменская область,1,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,0.0,Красноярский край,1,False,50000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
True,0.0,Кемеровская область,1,False,45000.0,45000.0,6170.9975,2927.0746,2753.5624,2051.9698,1795.4736,1674.7695,1425.8173,1380.5532,1282.4811,1033.5289,1003.3529,973.1769,920.3688,897.7368,867.5608,837.3847,829.8407,814.7527,769.4887,724.2246,694.0486,694.0486,671.4166,641.2406,595.9765,588.4325,565.8005,558.2565,528.0805,528.0805,520.5365,497.9044,490.3604,475.2724,452.6404,452.6404,452.6404,445.0964,437.5524,422.4644,422.4644,407.3764,392.2883,392.2883,384.7443,384.7443,384.7443,384.7443
True,0.0,Приморский край,1,False,41250.0,41250.0,5656.7477,2683.1517,2524.0989,1880.9723,1645.8508,1535.2054,1306.9992,1265.5071,1175.6077,947.4015,919.7402,892.0788,843.6714,822.9254,795.264,767.6027,760.6873,746.8567,705.3646,663.8726,636.2112,636.2112,615.4652,587.8039,546.3118,539.3965,518.6505,511.7351,484.0738,484.0738,477.1584,456.4124,449.4971,435.6664,414.9204,414.9204,414.9204,408.005,401.0897,387.259,387.259,373.4283,359.5977,359.5977,352.6823,352.6823,352.6823,352.6823
True,0.0,Оренбургская область,2,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,0.0,Калужская область,1,False,20000.0,20000.0,2742.6655,1300.922,1223.8055,911.9866,797.9883,744.342,633.6966,613.5792,569.9916,459.3462,445.9346,432.5231,409.0528,398.9941,385.5826,372.171,368.8181,362.1123,341.995,321.8776,308.4661,308.4661,298.4074,284.9958,264.8785,261.5256,251.4669,248.114,234.7024,234.7024,231.3495,221.2909,217.938,211.2322,201.1735,201.1735,201.1735,197.8206,194.4677,187.7619,187.7619,181.0562,174.3504,174.3504,170.9975,170.9975,170.9975,170.9975
True,0.0,Архангельская область,1,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,0.0,Республика Бурятия,1,False,50000.0,50000.0,6856.6639,3252.3051,3059.5138,2279.9665,1994.9707,1860.855,1584.2414,1533.948,1424.979,1148.3655,1114.8365,1081.3076,1022.632,997.4853,963.9564,930.4275,922.0453,905.2808,854.9874,804.694,771.1651,771.1651,746.0184,712.4895,662.1961,653.8139,628.6672,620.285,586.7561,586.7561,578.3738,553.2272,544.8449,528.0805,502.9338,502.9338,502.9338,494.5516,486.1693,469.4049,469.4049,452.6404,435.8759,435.8759,427.4937,427.4937,427.4937,427.4937
True,0.0,Ярославская область,1,False,60000.0,60000.0,8227.9966,3902.7661,3671.4166,2735.9598,2393.9648,2233.026,1901.0897,1840.7376,1709.9749,1378.0386,1337.8039,1297.5692,1227.1584,1196.9824,1156.7477,1116.513,1106.4543,1086.337,1025.9849,965.6329,925.3982,925.3982,895.2221,854.9874,794.6354,784.5767,754.4007,744.342,704.1073,704.1073,694.0486,663.8726,653.8139,633.6966,603.5205,603.5205,603.5205,593.4619,583.4032,563.2858,563.2858,543.1685,523.0511,523.0511,512.9925,512.9925,512.9925,512.9925
True,0.0,Еврейская автономная область,1,False,41250.0,41250.0,5656.7477,2683.1517,2524.0989,1880.9723,1645.8508,1535.2054,1306.9992,1265.5071,1175.6077,947.4015,919.7402,892.0788,843.6714,822.9254,795.264,767.6027,760.6873,746.8567,705.3646,663.8726,636.2112,636.2112,615.4652,587.8039,546.3118,539.3965,518.6505,511.7351,484.0738,484.0738,477.1584,456.4124,449.4971,435.6664,414.9204,414.9204,414.9204,408.005,401.0897,387.259,387.259,373.4283,359.5977,359.5977,352.6823,352.6823,352.6823,352.6823
True,0.0,Хабаровский край,1,False,65000.0,70000.0,9599.3294,4553.2272,4283.3194,3191.9531,2792.9589,2605.197,2217.938,2147.5272,1994.9707,1607.7117,1560.7712,1513.8307,1431.6848,1396.4795,1349.539,1302.5985,1290.8634,1267.3931,1196.9824,1126.5717,1079.6312,1079.6312,1044.4258,997.4853,927.0746,915.3395,880.1341,868.399,821.4585,821.4585,809.7234,774.518,762.7829,739.3127,704.1073,704.1073,704.1073,692.3722,680.637,657.1668,657.1668,633.6966,610.2263,610.2263,598.4912,598.4912,598.4912,598.4912
True,0.0,Республика Коми,1,False,65000.0,65500.0,8982.2297,4260.5197,4007.9631,2986.7561,2613.4116,2437.72,2075.3562,2009.4719,1866.7225,1504.3588,1460.4359,1416.513,1339.6479,1306.7058,1262.7829,1218.86,1207.8793,1185.9179,1120.0335,1054.1492,1010.2263,1010.2263,977.2842,933.3613,867.4769,856.4962,823.5541,812.5733,768.6505,768.6505,757.6697,724.7276,713.7469,691.7854,658.8433,658.8433,658.8433,647.8625,636.8818,614.9204,614.9204,592.9589,570.9975,570.9975,560.0168,560.0168,560.0168,560.0168
True,0.0,Республика Саха (Якутия),1,False,65925.0,82432.0,11304.1703,5361.8803,5044.0369,3758.8439,3288.9884,3067.88,2611.8438,2528.9281,2349.2775,1893.2412,1837.9641,1782.687,1685.9521,1644.4942,1589.2171,1533.94,1520.1207,1492.4821,1409.5665,1326.6508,1271.3737,1271.3737,1229.9158,1174.6387,1091.7231,1077.9038,1036.4459,1022.6267,967.3495,967.3495,953.5303,912.0724,898.2531,870.6146,829.1567,829.1567,829.1567,815.3375,801.5182,773.8796,773.8796,746.2411,718.6025,718.6025,704.7832,704.7832,704.7832,704.7832
True,0.0,Ямало-Ненецкий автономный округ,1,False,53000.0,53000.0,7268.0637,3447.4434,3243.0847,2416.7645,2114.6689,1972.5063,1679.2959,1625.9849,1510.4778,1217.2674,1181.7267,1146.1861,1083.9899,1057.3345,1021.7938,986.2531,977.368,959.5977,906.2867,852.9757,817.435,817.435,790.7795,755.2389,701.9279,693.0427,666.3873,657.5021,621.9614,621.9614,613.0763,586.4208,577.5356,559.7653,533.1098,533.1098,533.1098,524.2246,515.3395,497.5692,497.5692,479.7988,462.0285,462.0285,453.1433,453.1433,453.1433,453.1433
True,2.0,Костромская область,1,False,40000.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
True,2.0,Республика Тыва,1,False,28000.0,28000.0,3839.7318,1821.2909,1713.3277,1276.7812,1117.1836,1042.0788,887.1752,859.0109,797.9883,643.0847,624.3085,605.5323,572.6739,558.5918,539.8156,521.0394,516.3453,506.9573,478.793,450.6287,431.8525,431.8525,417.7703,398.9941,370.8298,366.1358,352.0536,347.3596,328.5834,328.5834,323.8894,309.8072,305.1132,295.7251,281.6429,281.6429,281.6429,276.9489,272.2548,262.8667,262.8667,253.4786,244.0905,244.0905,239.3965,239.3965,239.3965,239.3965
True,2.0,Ростовская область,0,False,40000.0,180000.0,24683.9899,11708.2984,11014.2498,8207.8793,7181.8944,6699.078,5703.2691,5522.2129,5129.9246,4134.1157,4013.4116,3892.7075,3681.4753,3590.9472,3470.2431,3349.539,3319.363,3259.0109,3077.9547,2896.8986,2776.1945,2776.1945,2685.6664,2564.9623,2383.9061,2353.7301,2263.202,2233.026,2112.3219,2112.3219,2082.1459,1991.6178,1961.4417,1901.0897,1810.5616,1810.5616,1810.5616,1780.3856,1750.2096,1689.8575,1689.8575,1629.5054,1569.1534,1569.1534,1538.9774,1538.9774,1538.9774,1538.9774
True,2.0,Кировская область,1,False,40000.0,68250.0,9359.3462,4439.3965,4176.2364,3112.1542,2723.135,2540.0671,2162.4895,2093.8391,1945.0964,1567.5189,1521.7519,1475.9849,1395.8927,1361.5675,1315.8005,1270.0335,1258.5918,1235.7083,1167.0578,1098.4074,1052.6404,1052.6404,1018.3152,972.5482,903.8977,892.456,858.1308,846.689,800.922,800.922,789.4803,755.1551,743.7133,720.8298,686.5046,686.5046,686.5046,675.0629,663.6211,640.7376,640.7376,617.8541,594.9707,594.9707,583.5289,583.5289,583.5289,583.5289
True,2.0,Волгоградская область,2,False,68250.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
True,2.0,Рязанская область,1,False,85000.0,85000.0,11656.3286,5528.9187,5201.1735,3875.943,3391.4501,3163.4535,2693.2104,2607.7117,2422.4644,1952.2213,1895.2221,1838.223,1738.4744,1695.7251,1638.7259,1581.7267,1567.4769,1538.9774,1453.4786,1367.9799,1310.9807,1310.9807,1268.2313,1211.2322,1125.7334,1111.4837,1068.7343,1054.4845,997.4853,997.4853,983.2355,940.4862,926.2364,897.7368,854.9874,854.9874,854.9874,840.7376,826.4878,797.9883,797.9883,769.4887,740.9891,740.9891,726.7393,726.7393,726.7393,726.7393
True,2.0,Саратовская область,2,False,68250.0,140000.0,19198.6588,9106.4543,8566.6387,6383.9061,5585.9179,5210.394,4435.8759,4295.0545,3989.9413,3215.4233,3121.5423,3027.6614,2863.3697,2792.9589,2699.078,2605.197,2581.7267,2534.7863,2393.9648,2253.1433,2159.2624,2159.2624,2088.8516,1994.9707,1854.1492,1830.679,1760.2682,1736.798,1642.917,1642.917,1619.4468,1549.036,1525.5658,1478.6253,1408.2146,1408.2146,1408.2146,1384.7443,1361.2741,1314.3336,1314.3336,1267.3931,1220.4526,1220.4526,1196.9824,1196.9824,1196.9824,1196.9824
True,2.0,Воронежская область,2,False,68250.0,68250.0,9359.3462,4439.3965,4176.2364,3112.1542,2723.135,2540.0671,2162.4895,2093.8391,1945.0964,1567.5189,1521.7519,1475.9849,1395.8927,1361.5675,1315.8005,1270.0335,1258.5918,1235.7083,1167.0578,1098.4074,1052.6404,1052.6404,1018.3152,972.5482,903.8977,892.456,858.1308,846.689,800.922,800.922,789.4803,755.1551,743.7133,720.8298,686.5046,686.5046,686.5046,675.0629,663.6211,640.7376,640.7376,617.8541,594.9707,594.9707,583.5289,583.5289,583.5289,583.5289
True,2.0,Вологодская область,1,False,68250.0,100000.0,13713.3277,6504.6102,6119.0277,4559.9329,3989.9413,3721.71,3168.4828,3067.8961,2849.9581,2296.7309,2229.6731,2162.6153,2045.264,1994.9707,1927.9128,1860.855,1844.0905,1810.5616,1709.9749,1609.3881,1542.3303,1542.3303,1492.0369,1424.979,1324.3923,1307.6278,1257.3345,1240.57,1173.5122,1173.5122,1156.7477,1106.4543,1089.6899,1056.1609,1005.8676,1005.8676,1005.8676,989.1031,972.3386,938.8097,938.8097,905.2808,871.7519,871.7519,854.9874,854.9874,854.9874,854.9874
